ENSP00000371847.2,ENST00000382410.3,ENSG00000178591.7,DEFB125
ENSP00000499734.1,ENST00000657241.1,ENSG00000288000.1,ENSG00000288000
ENSP00000497791.1,ENST00000649501.1,ENSG00000185513.18,L3MBTL1
ENSP00000415971.2,ENST00000434666.6,ENSG00000185513.18,L3MBTL1
ENSP00000387971.2,ENST00000439769.2,ENSG00000185513.18,L3MBTL1
ENSP00000497122.1,ENST00000649084.1,ENSG00000185513.18,L3MBTL1
ENSP00000398516.2,ENST00000418998.7,ENSG00000185513.18,L3MBTL1
ENSP00000516063.1,ENST00000704961.1,ENSG00000185513.18,L3MBTL1
ENSP00000402107.4,ENST00000427442.8,ENSG00000185513.18,L3MBTL1
ENSP00000497566.1,ENST00000649917.1,ENSG00000185513.18,L3MBTL1
ENSP00000497656.1,ENST00000647860.1,ENSG00000185513.18,L3MBTL1
ENSP00000498152.1,ENST00000649698.1,ENSG00000185513.18,L3MBTL1
ENSP00000410139.2,ENST00000422861.3,ENSG00000185513.18,L3MBTL1
ENSP00000497414.1,ENST00000648570.1,ENSG00000185513.18,L3MBTL1
ENSP00000497749.1,ENST00000650484.1,ENSG00000185513.18,L3MBTL1
ENSP00000497303.1,ENST00000648421.1,ENSG00000185513.18,L3MBTL1
ENSP00000362227.3,ENST00000373135.8,ENSG00000185513.18,L3MBTL1
ENSP00000362226.1,ENST00000373134.5,ENSG00000185513.18,L3MBTL1
ENSP00000497445.1,ENST00000473981.2,ENSG00000185513.18,L3MBTL1
ENSP00000412938.3,ENST00000445228.6,ENSG00000185513.18,L3MBTL1
ENSP00000497323.1,ENST00000648774.1,ENSG00000185513.18,L3MBTL1
ENSP00000497199.1,ENST00000650349.1,ENSG00000185513.18,L3MBTL1
ENSP00000480114.1,ENST00000621802.1,ENSG00000277611.1,ENSG00000277611
ENSP00000498203.1,ENST00000647834.1,ENSG00000101049.19,SGK2
ENSP00000362168.2,ENST00000373077.5,ENSG00000101049.19,SGK2
ENSP00000362192.1,ENST00000373100.7,ENSG00000101049.19,SGK2
ENSP00000496987.1,ENST00000648083.1,ENSG00000101049.19,SGK2
ENSP00000497528.1,ENST00000648530.1,ENSG00000101049.19,SGK2
ENSP00000436841.1,ENST00000496343.6,ENSG00000101049.19,SGK2
ENSP00000496823.1,ENST00000485914.2,ENSG00000101049.19,SGK2
ENSP00000481432.1,ENST00000617268.1,ENSG00000101049.19,SGK2
ENSP00000392795.3,ENST00000423407.7,ENSG00000101049.19,SGK2
ENSP00000396222.2,ENST00000412111.6,ENSG00000101049.19,SGK2
ENSP00000340608.5,ENST00000341458.10,ENSG00000101049.19,SGK2
ENSP00000412214.2,ENST00000426287.3,ENSG00000101049.19,SGK2
ENSP00000362121.3,ENST00000373030.8,ENSG00000101052.14,IFT52
ENSP00000362130.4,ENST00000373039.4,ENSG00000101052.14,IFT52
ENSP00000380072.4,ENST00000396863.8,ENSG00000101057.17,MYBL2
ENSP00000217026.4,ENST00000217026.5,ENSG00000101057.17,MYBL2
ENSP00000362096.2,ENST00000373005.2,ENSG00000124196.6,GTSF1L
ENSP00000362094.1,ENST00000373003.2,ENSG00000124196.6,GTSF1L
ENSP00000344724.3,ENST00000341197.9,ENSG00000124191.19,TOX2
ENSP00000390278.1,ENST00000423191.6,ENSG00000124191.19,TOX2
ENSP00000362090.1,ENST00000372999.5,ENSG00000124191.19,TOX2
ENSP00000350849.5,ENST00000358131.5,ENSG00000124191.19,TOX2
ENSP00000390876.1,ENST00000413823.1,ENSG00000124191.19,TOX2
ENSP00000362071.3,ENST00000372980.4,ENSG00000149596.8,JPH2
ENSP00000344590.3,ENST00000342272.3,ENSG00000149596.8,JPH2
ENSP00000255174.2,ENST00000255174.3,ENSG00000132823.12,OSER1
ENSP00000362061.1,ENST00000372970.6,ENSG00000132823.12,OSER1
ENSP00000478701.1,ENST00000617075.4,ENSG00000124194.18,GDAP1L1
ENSP00000440498.2,ENST00000537864.5,ENSG00000124194.18,GDAP1L1
ENSP00000480502.1,ENST00000612599.4,ENSG00000124194.18,GDAP1L1
ENSP00000341782.5,ENST00000342560.10,ENSG00000124194.18,GDAP1L1
ENSP00000392881.1,ENST00000438466.5,ENSG00000124194.18,GDAP1L1
ENSP00000362043.3,ENST00000372952.7,ENSG00000124194.18,GDAP1L1
ENSP00000404128.1,ENST00000445952.2,ENSG00000124194.18,GDAP1L1
ENSP00000391714.1,ENST00000447658.1,ENSG00000124194.18,GDAP1L1
ENSP00000380037.3,ENST00000396825.4,ENSG00000197296.6,FITM2
ENSP00000217043.3,ENST00000217043.4,ENSG00000101074.5,R3HDML
ENSP00000315180.4,ENST00000316673.9,ENSG00000101076.21,HNF4A
ENSP00000476609.1,ENST00000609795.5,ENSG00000101076.21,HNF4A
ENSP00000396216.1,ENST00000457232.5,ENSG00000101076.21,HNF4A
ENSP00000476310.1,ENST00000609262.5,ENSG00000101076.21,HNF4A
ENSP00000312987.3,ENST00000316099.10,ENSG00000101076.21,HNF4A
ENSP00000362011.1,ENST00000372920.1,ENSG00000101076.21,HNF4A
ENSP00000410911.2,ENST00000443598.6,ENSG00000101076.21,HNF4A
ENSP00000412111.1,ENST00000415691.2,ENSG00000101076.21,HNF4A
ENSP00000506914.1,ENST00000682427.1,ENSG00000101076.21,HNF4A
ENSP00000507189.1,ENST00000681977.1,ENSG00000101076.21,HNF4A
ENSP00000507389.1,ENST00000684136.1,ENSG00000101076.21,HNF4A
ENSP00000507555.1,ENST00000684046.1,ENSG00000101076.21,HNF4A
ENSP00000507529.1,ENST00000684476.1,ENSG00000101076.21,HNF4A
ENSP00000481331.2,ENST00000619550.5,ENSG00000101076.21,HNF4A
ENSP00000507346.1,ENST00000682169.1,ENSG00000101076.21,HNF4A
ENSP00000262605.4,ENST00000262605.9,ENSG00000124120.12,TTPAL
ENSP00000361995.3,ENST00000372904.7,ENSG00000124120.12,TTPAL
ENSP00000361997.2,ENST00000372906.2,ENSG00000124120.12,TTPAL
ENSP00000412720.1,ENST00000456317.1,ENSG00000124120.12,TTPAL
ENSP00000414197.1,ENST00000411544.5,ENSG00000132824.15,SERINC3
ENSP00000255175.1,ENST00000255175.5,ENSG00000132824.15,SERINC3
ENSP00000340243.4,ENST00000342374.5,ENSG00000132824.15,SERINC3
ENSP00000361981.3,ENST00000372891.7,ENSG00000168734.15,PKIG
ENSP00000361983.3,ENST00000372892.7,ENSG00000168734.15,PKIG
ENSP00000361985.3,ENST00000372894.7,ENSG00000168734.15,PKIG
ENSP00000361980.1,ENST00000372889.5,ENSG00000168734.15,PKIG
ENSP00000361978.1,ENST00000372887.5,ENSG00000168734.15,PKIG
ENSP00000361977.1,ENST00000372886.6,ENSG00000168734.15,PKIG
ENSP00000338067.3,ENST00000349959.3,ENSG00000168734.15,PKIG
ENSP00000512343.1,ENST00000696034.1,ENSG00000196839.15,ADA
ENSP00000441818.1,ENST00000537820.2,ENSG00000196839.15,ADA
ENSP00000512314.1,ENST00000695991.1,ENSG00000196839.15,ADA
ENSP00000512285.1,ENST00000695956.1,ENSG00000196839.15,ADA
ENSP00000512324.1,ENST00000696005.1,ENSG00000196839.15,ADA
ENSP00000512315.1,ENST00000695992.1,ENSG00000196839.15,ADA
ENSP00000512317.1,ENST00000695994.1,ENSG00000196839.15,ADA
ENSP00000512318.1,ENST00000695995.1,ENSG00000196839.15,ADA
ENSP00000512361.1,ENST00000696058.1,ENSG00000196839.15,ADA
ENSP00000440946.1,ENST00000536532.6,ENSG00000196839.15,ADA
ENSP00000361965.4,ENST00000372874.9,ENSG00000196839.15,ADA
ENSP00000512399.1,ENST00000696104.1,ENSG00000196839.15,ADA
ENSP00000512240.1,ENST00000695889.1,ENSG00000196839.15,ADA
ENSP00000512374.1,ENST00000696075.1,ENSG00000196839.15,ADA
ENSP00000512375.1,ENST00000696076.1,ENSG00000196839.15,ADA
ENSP00000512316.1,ENST00000695993.1,ENSG00000196839.15,ADA
ENSP00000512362.1,ENST00000696059.1,ENSG00000196839.15,ADA
ENSP00000512281.1,ENST00000695949.1,ENSG00000196839.15,ADA
ENSP00000512363.1,ENST00000696060.1,ENSG00000196839.15,ADA
ENSP00000512376.1,ENST00000696077.1,ENSG00000196839.15,ADA
ENSP00000512364.1,ENST00000696061.1,ENSG00000196839.15,ADA
ENSP00000512377.1,ENST00000696078.1,ENSG00000196839.15,ADA
ENSP00000512365.1,ENST00000696062.1,ENSG00000196839.15,ADA
ENSP00000512234.1,ENST00000536076.2,ENSG00000196839.15,ADA
ENSP00000512378.1,ENST00000696079.1,ENSG00000196839.15,ADA
ENSP00000512333.1,ENST00000696017.1,ENSG00000196839.15,ADA
ENSP00000446464.1,ENST00000539235.6,ENSG00000196839.15,ADA
ENSP00000512379.1,ENST00000696080.1,ENSG00000196839.15,ADA
ENSP00000512270.1,ENST00000695927.1,ENSG00000196839.15,ADA
ENSP00000512325.1,ENST00000696006.1,ENSG00000196839.15,ADA
ENSP00000512326.1,ENST00000696007.1,ENSG00000196839.15,ADA
ENSP00000512380.1,ENST00000696082.1,ENSG00000196839.15,ADA
ENSP00000512344.1,ENST00000696038.1,ENSG00000196839.15,ADA
ENSP00000512366.1,ENST00000696063.1,ENSG00000196839.15,ADA
ENSP00000512367.1,ENST00000696064.1,ENSG00000196839.15,ADA
ENSP00000512368.1,ENST00000696065.1,ENSG00000196839.15,ADA
ENSP00000512286.1,ENST00000695957.1,ENSG00000196839.15,ADA
ENSP00000512241.1,ENST00000695891.1,ENSG00000196839.15,ADA
ENSP00000512400.1,ENST00000696105.1,ENSG00000196839.15,ADA
ENSP00000361959.2,ENST00000372868.6,ENSG00000064205.12,CCN5
ENSP00000361956.4,ENST00000372865.4,ENSG00000064205.12,CCN5
ENSP00000190983.4,ENST00000190983.5,ENSG00000064205.12,CCN5
ENSP00000361952.3,ENST00000372861.5,ENSG00000124249.7,KCNK15
ENSP00000361942.4,ENST00000372851.8,ENSG00000101098.13,RIMS4
ENSP00000439287.1,ENST00000541604.2,ENSG00000101098.13,RIMS4
ENSP00000487924.1,ENST00000479421.5,ENSG00000166913.14,YWHAB
ENSP00000300161.4,ENST00000353703.9,ENSG00000166913.14,YWHAB
ENSP00000361930.3,ENST00000372839.7,ENSG00000166913.14,YWHAB
ENSP00000394729.1,ENST00000428262.1,ENSG00000166913.14,YWHAB
ENSP00000394558.1,ENST00000445830.1,ENSG00000166913.14,YWHAB
ENSP00000488178.1,ENST00000633979.1,ENSG00000166913.14,YWHAB
ENSP00000217073.3,ENST00000217073.7,ENSG00000101104.14,PABPC1L
ENSP00000255136.3,ENST00000255136.8,ENSG00000101104.14,PABPC1L
ENSP00000445661.1,ENST00000537323.5,ENSG00000101104.14,PABPC1L
ENSP00000217074.5,ENST00000217074.9,ENSG00000101104.14,PABPC1L
ENSP00000501519.1,ENST00000490798.6,ENSG00000101104.14,PABPC1L
ENSP00000501458.1,ENST00000476056.6,ENSG00000101104.14,PABPC1L
ENSP00000501362.1,ENST00000674244.1,ENSG00000101104.14,PABPC1L
ENSP00000217075.3,ENST00000217075.7,ENSG00000101104.14,PABPC1L
ENSP00000501448.1,ENST00000674318.1,ENSG00000101104.14,PABPC1L
ENSP00000361913.2,ENST00000372826.6,ENSG00000101104.14,PABPC1L
ENSP00000361909.2,ENST00000372822.2,ENSG00000101104.14,PABPC1L
ENSP00000361900.3,ENST00000372813.4,ENSG00000025772.9,TOMM34
ENSP00000513611.1,ENST00000698218.1,ENSG00000101109.15,STK4
ENSP00000513612.1,ENST00000698219.1,ENSG00000101109.15,STK4
ENSP00000361892.3,ENST00000372806.8,ENSG00000101109.15,STK4
ENSP00000513613.1,ENST00000698220.1,ENSG00000101109.15,STK4
ENSP00000482076.1,ENST00000487587.3,ENSG00000101109.15,STK4
ENSP00000513614.1,ENST00000698221.1,ENSG00000101109.15,STK4
ENSP00000361887.1,ENST00000372801.5,ENSG00000101109.15,STK4
ENSP00000513615.1,ENST00000698222.1,ENSG00000101109.15,STK4
ENSP00000479564.2,ENST00000474717.3,ENSG00000101109.15,STK4
ENSP00000513617.1,ENST00000698224.1,ENSG00000101109.15,STK4
ENSP00000445595.1,ENST00000537075.3,ENSG00000124134.9,KCNS1
ENSP00000307694.1,ENST00000306117.5,ENSG00000124134.9,KCNS1
ENSP00000312381.4,ENST00000307971.7,ENSG00000175121.12,WFDC5
ENSP00000361875.4,ENST00000372789.6,ENSG00000175121.12,WFDC5
ENSP00000361871.3,ENST00000372785.3,ENSG00000168703.5,WFDC12
ENSP00000243924.3,ENST00000243924.4,ENSG00000124102.6,PI3
ENSP00000361867.3,ENST00000372781.4,ENSG00000124233.13,SEMG1
ENSP00000361855.3,ENST00000372769.4,ENSG00000124157.7,SEMG2
ENSP00000342082.2,ENST00000338380.2,ENSG00000124107.5,SLPI
ENSP00000361840.1,ENST00000372754.5,ENSG00000124159.18,MATN4
ENSP00000243983.5,ENST00000353917.10,ENSG00000124159.18,MATN4
ENSP00000440328.1,ENST00000537548.3,ENSG00000124159.18,MATN4
ENSP00000361842.1,ENST00000372756.6,ENSG00000124159.18,MATN4
ENSP00000353819.5,ENST00000360607.10,ENSG00000124159.18,MATN4
ENSP00000510496.1,ENST00000686119.1,ENSG00000124159.18,MATN4
ENSP00000341243.3,ENST00000343694.8,ENSG00000124232.11,RBPJL
ENSP00000361826.3,ENST00000372741.7,ENSG00000124232.11,RBPJL
ENSP00000361828.1,ENST00000372743.5,ENSG00000124232.11,RBPJL
ENSP00000483978.1,ENST00000464504.2,ENSG00000124232.11,RBPJL
ENSP00000361818.3,ENST00000372733.3,ENSG00000124145.7,SDC4
ENSP00000361812.1,ENST00000372727.5,ENSG00000204070.11,SYS1
ENSP00000403071.1,ENST00000414310.5,ENSG00000204070.11,SYS1
ENSP00000416506.1,ENST00000426004.5,ENSG00000204070.11,SYS1
ENSP00000243918.5,ENST00000243918.10,ENSG00000204070.11,SYS1
ENSP00000397601.1,ENST00000457307.1,ENSG00000204070.11,SYS1
ENSP00000406879.1,ENST00000453003.1,ENSG00000204070.11,SYS1
ENSP00000456116.1,ENST00000419593.5,ENSG00000254806.5,SYS1-DBNDD2
ENSP00000457768.1,ENST00000458187.5,ENSG00000254806.5,SYS1-DBNDD2
ENSP00000457650.1,ENST00000452133.1,ENSG00000254806.5,SYS1-DBNDD2
ENSP00000361811.3,ENST00000372726.5,ENSG00000124251.11,TP53TG5
ENSP00000361808.3,ENST00000372723.7,ENSG00000244274.10,DBNDD2
ENSP00000361807.3,ENST00000372722.7,ENSG00000244274.10,DBNDD2
ENSP00000349822.2,ENST00000357275.6,ENSG00000244274.10,DBNDD2
ENSP00000361805.3,ENST00000372720.7,ENSG00000244274.10,DBNDD2
ENSP00000361802.1,ENST00000372717.5,ENSG00000244274.10,DBNDD2
ENSP00000354250.4,ENST00000360981.8,ENSG00000244274.10,DBNDD2
ENSP00000361797.2,ENST00000372712.6,ENSG00000244274.10,DBNDD2
ENSP00000361795.4,ENST00000372710.5,ENSG00000244274.10,DBNDD2
ENSP00000414161.1,ENST00000443296.1,ENSG00000244274.10,DBNDD2
ENSP00000279035.8,ENST00000279035.14,ENSG00000124155.20,PIGT
ENSP00000492883.1,ENST00000638246.1,ENSG00000124155.20,PIGT
ENSP00000441577.1,ENST00000543458.7,ENSG00000124155.20,PIGT
ENSP00000508682.1,ENST00000689203.1,ENSG00000124155.20,PIGT
ENSP00000509421.1,ENST00000692236.1,ENSG00000124155.20,PIGT
ENSP00000492043.2,ENST00000640549.2,ENSG00000124155.20,PIGT
ENSP00000491856.2,ENST00000424705.3,ENSG00000124155.20,PIGT
ENSP00000492295.1,ENST00000638383.1,ENSG00000124155.20,PIGT
ENSP00000492743.1,ENST00000638978.1,ENSG00000124155.20,PIGT
ENSP00000492727.1,ENST00000639984.1,ENSG00000124155.20,PIGT
ENSP00000491458.1,ENST00000638612.1,ENSG00000124155.20,PIGT
ENSP00000492007.1,ENST00000640108.1,ENSG00000124155.20,PIGT
ENSP00000492464.1,ENST00000640996.1,ENSG00000124155.20,PIGT
ENSP00000491072.1,ENST00000640666.1,ENSG00000124155.20,PIGT
ENSP00000361774.4,ENST00000372689.9,ENSG00000124155.20,PIGT
ENSP00000491170.1,ENST00000639499.1,ENSG00000124155.20,PIGT
ENSP00000492418.1,ENST00000640175.1,ENSG00000124155.20,PIGT
ENSP00000407574.2,ENST00000455050.2,ENSG00000124155.20,PIGT
ENSP00000491171.1,ENST00000638938.1,ENSG00000124155.20,PIGT
ENSP00000492270.1,ENST00000640272.1,ENSG00000124155.20,PIGT
ENSP00000492875.1,ENST00000638671.1,ENSG00000124155.20,PIGT
ENSP00000491118.1,ENST00000640107.1,ENSG00000124155.20,PIGT
ENSP00000491308.1,ENST00000640585.1,ENSG00000124155.20,PIGT
ENSP00000491600.1,ENST00000639932.1,ENSG00000124155.20,PIGT
ENSP00000491297.1,ENST00000638445.1,ENSG00000124155.20,PIGT
ENSP00000492370.1,ENST00000640692.1,ENSG00000124155.20,PIGT
ENSP00000492873.1,ENST00000638387.1,ENSG00000124155.20,PIGT
ENSP00000492094.2,ENST00000638691.2,ENSG00000124155.20,PIGT
ENSP00000491886.1,ENST00000640986.1,ENSG00000124155.20,PIGT
ENSP00000279036.6,ENST00000279036.12,ENSG00000124155.20,PIGT
ENSP00000491697.1,ENST00000638594.1,ENSG00000124155.20,PIGT
ENSP00000491744.1,ENST00000638745.1,ENSG00000124155.20,PIGT
ENSP00000491566.1,ENST00000638489.1,ENSG00000124155.20,PIGT
ENSP00000491538.1,ENST00000638353.1,ENSG00000124155.20,PIGT
ENSP00000491194.1,ENST00000638714.1,ENSG00000124155.20,PIGT
ENSP00000492848.1,ENST00000638953.1,ENSG00000124155.20,PIGT
ENSP00000491772.1,ENST00000639783.1,ENSG00000124155.20,PIGT
ENSP00000492174.1,ENST00000640542.1,ENSG00000124155.20,PIGT
ENSP00000491534.1,ENST00000639382.1,ENSG00000124155.20,PIGT
ENSP00000491164.1,ENST00000640210.1,ENSG00000124155.20,PIGT
ENSP00000492498.1,ENST00000639235.1,ENSG00000124155.20,PIGT
ENSP00000491233.1,ENST00000638478.1,ENSG00000124155.20,PIGT
ENSP00000492507.1,ENST00000639286.1,ENSG00000124155.20,PIGT
ENSP00000492279.1,ENST00000640194.1,ENSG00000124155.20,PIGT
ENSP00000408354.2,ENST00000432270.2,ENSG00000124155.20,PIGT
ENSP00000491058.1,ENST00000639417.1,ENSG00000124155.20,PIGT
ENSP00000443963.3,ENST00000545755.3,ENSG00000124155.20,PIGT
ENSP00000491678.2,ENST00000639292.2,ENSG00000124155.20,PIGT
ENSP00000491074.1,ENST00000640324.1,ENSG00000124155.20,PIGT
ENSP00000492210.1,ENST00000639194.1,ENSG00000124155.20,PIGT
ENSP00000491406.1,ENST00000638710.1,ENSG00000124155.20,PIGT
ENSP00000491913.1,ENST00000638415.1,ENSG00000124155.20,PIGT
ENSP00000492335.1,ENST00000638927.1,ENSG00000124155.20,PIGT
ENSP00000492843.1,ENST00000639239.1,ENSG00000124155.20,PIGT
ENSP00000491588.1,ENST00000638277.1,ENSG00000124155.20,PIGT
ENSP00000492417.1,ENST00000640123.1,ENSG00000124155.20,PIGT
ENSP00000491553.1,ENST00000638864.1,ENSG00000124155.20,PIGT
ENSP00000361761.3,ENST00000372676.8,ENSG00000101443.19,WFDC2
ENSP00000217425.5,ENST00000217425.9,ENSG00000101443.19,WFDC2
ENSP00000404760.1,ENST00000447118.5,ENSG00000101443.19,WFDC2
ENSP00000340215.3,ENST00000339946.7,ENSG00000101443.19,WFDC2
ENSP00000342890.3,ENST00000342873.7,ENSG00000101443.19,WFDC2
ENSP00000217428.6,ENST00000217428.7,ENSG00000101446.8,SPINT3
ENSP00000361755.3,ENST00000372670.8,ENSG00000243543.10,WFDC6
ENSP00000498632.1,ENST00000651288.1,ENSG00000249139.2,EPPIN-WFDC6
ENSP00000424176.1,ENST00000504988.1,ENSG00000249139.2,EPPIN-WFDC6
ENSP00000361746.4,ENST00000354280.9,ENSG00000101448.14,EPPIN
ENSP00000387153.1,ENST00000409554.1,ENSG00000101448.14,EPPIN
ENSP00000338114.3,ENST00000336443.3,ENSG00000101448.14,EPPIN
ENSP00000361735.3,ENST00000357199.8,ENSG00000158901.12,WFDC8
ENSP00000289953.2,ENST00000289953.3,ENSG00000158901.12,WFDC8
ENSP00000320532.1,ENST00000326000.2,ENSG00000180205.4,WFDC9
ENSP00000361726.3,ENST00000372643.4,ENSG00000180305.5,WFDC10A
ENSP00000479579.1,ENST00000618797.4,ENSG00000180083.11,WFDC11
ENSP00000318753.3,ENST00000324384.4,ENSG00000180083.11,WFDC11
ENSP00000348968.2,ENST00000356562.6,ENSG00000180083.11,WFDC11
ENSP00000327628.5,ENST00000330523.10,ENSG00000182931.11,WFDC10B
ENSP00000337466.2,ENST00000335769.2,ENSG00000182931.11,WFDC10B
ENSP00000302938.2,ENST00000305479.3,ENSG00000168634.5,WFDC13
ENSP00000279058.3,ENST00000279058.4,ENSG00000149651.4,SPINT4
ENSP00000337815.4,ENST00000337205.8,ENSG00000124116.19,WFDC3
ENSP00000361715.2,ENST00000372632.6,ENSG00000124116.19,WFDC3
ENSP00000361713.2,ENST00000372630.2,ENSG00000124116.19,WFDC3
ENSP00000243938.4,ENST00000243938.9,ENSG00000124116.19,WFDC3
ENSP00000361705.3,ENST00000372622.8,ENSG00000101457.14,DNTTIP1
ENSP00000395609.1,ENST00000449078.5,ENSG00000101457.14,DNTTIP1
ENSP00000401024.1,ENST00000456939.5,ENSG00000101457.14,DNTTIP1
ENSP00000392509.1,ENST00000415790.5,ENSG00000101457.14,DNTTIP1
ENSP00000400573.1,ENST00000435014.1,ENSG00000101457.14,DNTTIP1
ENSP00000385878.2,ENST00000405520.5,ENSG00000175063.18,UBE2C
ENSP00000479486.1,ENST00000617055.4,ENSG00000175063.18,UBE2C
ENSP00000335674.3,ENST00000335046.7,ENSG00000175063.18,UBE2C
ENSP00000348838.4,ENST00000356455.9,ENSG00000175063.18,UBE2C
ENSP00000243893.6,ENST00000243893.10,ENSG00000175063.18,UBE2C
ENSP00000333975.5,ENST00000352551.9,ENSG00000175063.18,UBE2C
ENSP00000361649.4,ENST00000372568.4,ENSG00000175063.18,UBE2C
ENSP00000361636.3,ENST00000372555.8,ENSG00000101470.10,TNNC2
ENSP00000361638.1,ENST00000372557.1,ENSG00000101470.10,TNNC2
ENSP00000418593.1,ENST00000491381.6,ENSG00000124104.19,SNX21
ENSP00000478395.1,ENST00000614929.4,ENSG00000124104.19,SNX21
ENSP00000420169.1,ENST00000462307.5,ENSG00000124104.19,SNX21
ENSP00000344586.5,ENST00000342644.9,ENSG00000124104.19,SNX21
ENSP00000361620.1,ENST00000372542.5,ENSG00000124104.19,SNX21
ENSP00000361619.1,ENST00000372541.1,ENSG00000124104.19,SNX21
ENSP00000217455.4,ENST00000217455.9,ENSG00000101473.18,ACOT8
ENSP00000435581.1,ENST00000461272.5,ENSG00000101473.18,ACOT8
ENSP00000498636.1,ENST00000652771.1,ENSG00000101473.18,ACOT8
ENSP00000435115.1,ENST00000488679.5,ENSG00000101473.18,ACOT8
ENSP00000419403.1,ENST00000487205.5,ENSG00000101473.18,ACOT8
ENSP00000434216.1,ENST00000483141.1,ENSG00000101473.18,ACOT8
ENSP00000433923.1,ENST00000486165.5,ENSG00000101473.18,ACOT8
ENSP00000403862.1,ENST00000457981.5,ENSG00000101473.18,ACOT8
ENSP00000416217.1,ENST00000426915.1,ENSG00000101473.18,ACOT8
ENSP00000255152.2,ENST00000255152.3,ENSG00000132801.8,ZSWIM3
ENSP00000361601.1,ENST00000372523.1,ENSG00000168612.6,ZSWIM1
ENSP00000361597.3,ENST00000372519.4,ENSG00000149634.5,SPATA25
ENSP00000442383.1,ENST00000545238.1,ENSG00000124257.7,NEURL2
ENSP00000361596.4,ENST00000372518.5,ENSG00000124257.7,NEURL2
ENSP00000476235.1,ENST00000606788.5,ENSG00000064601.22,CTSA
ENSP00000361562.3,ENST00000372484.8,ENSG00000064601.22,CTSA
ENSP00000504790.1,ENST00000677394.1,ENSG00000064601.22,CTSA
ENSP00000502993.1,ENST00000678078.1,ENSG00000064601.22,CTSA
ENSP00000504209.1,ENST00000676526.1,ENSG00000064601.22,CTSA
ENSP00000475827.1,ENST00000606394.6,ENSG00000064601.22,CTSA
ENSP00000346952.5,ENST00000354880.9,ENSG00000064601.22,CTSA
ENSP00000493613.2,ENST00000646241.3,ENSG00000064601.22,CTSA
ENSP00000191018.5,ENST00000191018.9,ENSG00000064601.22,CTSA
ENSP00000503404.1,ENST00000678939.1,ENSG00000064601.22,CTSA
ENSP00000504197.1,ENST00000677525.1,ENSG00000064601.22,CTSA
ENSP00000503463.1,ENST00000678025.1,ENSG00000064601.22,CTSA
ENSP00000408533.3,ENST00000419493.3,ENSG00000064601.22,CTSA
ENSP00000504524.1,ENST00000678331.1,ENSG00000064601.22,CTSA
ENSP00000504158.1,ENST00000676657.1,ENSG00000064601.22,CTSA
ENSP00000475524.2,ENST00000607482.6,ENSG00000064601.22,CTSA
ENSP00000361537.2,ENST00000372459.7,ENSG00000064601.22,CTSA
ENSP00000502866.1,ENST00000676967.1,ENSG00000064601.22,CTSA
ENSP00000503904.1,ENST00000676597.1,ENSG00000064601.22,CTSA
ENSP00000504109.1,ENST00000678217.1,ENSG00000064601.22,CTSA
ENSP00000504006.1,ENST00000678443.1,ENSG00000064601.22,CTSA
ENSP00000335290.4,ENST00000354050.8,ENSG00000100979.16,PLTP
ENSP00000361508.3,ENST00000372431.8,ENSG00000100979.16,PLTP
ENSP00000361497.1,ENST00000372420.5,ENSG00000100979.16,PLTP
ENSP00000417138.1,ENST00000477313.5,ENSG00000100979.16,PLTP
ENSP00000411671.2,ENST00000420868.2,ENSG00000100979.16,PLTP
ENSP00000361486.3,ENST00000372409.8,ENSG00000100982.13,PCIF1
ENSP00000480607.1,ENST00000479348.2,ENSG00000100982.13,PCIF1
ENSP00000325326.2,ENST00000322927.3,ENSG00000198026.9,ZNF335
ENSP00000361405.3,ENST00000372330.3,ENSG00000100985.8,MMP9
ENSP00000387694.1,ENST00000454036.6,ENSG00000124140.15,SLC12A5
ENSP00000486382.1,ENST00000628272.1,ENSG00000124140.15,SLC12A5
ENSP00000487372.1,ENST00000626701.1,ENSG00000124140.15,SLC12A5
ENSP00000487291.1,ENST00000413737.2,ENSG00000124140.15,SLC12A5
ENSP00000476885.2,ENST00000608944.5,ENSG00000124140.15,SLC12A5
ENSP00000478369.1,ENST00000616202.4,ENSG00000124140.15,SLC12A5
ENSP00000477569.1,ENST00000616933.4,ENSG00000124140.15,SLC12A5
ENSP00000485953.1,ENST00000626937.2,ENSG00000124140.15,SLC12A5
ENSP00000487449.1,ENST00000627290.2,ENSG00000124140.15,SLC12A5
ENSP00000243964.4,ENST00000243964.7,ENSG00000124140.15,SLC12A5
ENSP00000446091.1,ENST00000539566.3,ENSG00000124140.15,SLC12A5
ENSP00000490442.1,ENST00000637437.1,ENSG00000124140.15,SLC12A5
ENSP00000290231.6,ENST00000290231.11,ENSG00000124160.13,NCOA5
ENSP00000361365.3,ENST00000372291.3,ENSG00000124160.13,NCOA5
ENSP00000484074.1,ENST00000620709.4,ENSG00000101017.16,CD40
ENSP00000361359.3,ENST00000372285.8,ENSG00000101017.16,CD40
ENSP00000361350.3,ENST00000372276.7,ENSG00000101017.16,CD40
ENSP00000512093.1,ENST00000695671.1,ENSG00000101017.16,CD40
ENSP00000512095.1,ENST00000477696.6,ENSG00000101017.16,CD40
ENSP00000512096.1,ENST00000489304.6,ENSG00000101017.16,CD40
ENSP00000434825.1,ENST00000466205.5,ENSG00000101017.16,CD40
ENSP00000437790.1,ENST00000537909.4,ENSG00000149654.12,CDH22
